file_path,title,summary,Category
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726115000755-main.pdf,Geotechnical aspects and seismic damage of the 156-m-high Zipingpu concrete-faced rockfill dam following the Ms 8.0 Wenchuan earthquake,"The provided text discusses the Zipingpu hydraulic project and the effects of the 2008 Wenchuan earthquake on the Zipingpu Concrete-Faced Rockfill Dam in China. The document includes descriptions of the project's location, geology, seismicity, design, and construction, as well as measurements taken during and after the earthquake. Despite sustaining damage, the dam remained structurally stable and safe due to thoughtful design considerations, adequate zoning, and well-compacted rock-fill. Various references and sources are listed, most of which are in Chinese. The text emphasizes the importance of geotechnical aspects of design for high-embankment dams in seismic regions of western China.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\(ASCE)GM.1943-5622.0000478.pdf,"""Structural Analysis Framework for Concrete-Faced Rockfill Dams""","The text provided discusses the design and construction of concrete-faced rockfill dams (CFRDs) and the challenges associated with them. It includes details about the Kárahnjúkar CFRD, a case study used to validate a new modeling framework for predicting failure of the concrete facing. The text also mentions the importance of stage-construction analysis in CFRD projects and various mitigation measures to address potential issues. Measurements from instrumentation and settlement calculations are also presented, and a reference list is included. Overall, the text provides valuable information for designing and constructing CFRDs.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\(ASCE)GM.1943-5622.0000478.pdf,"""Structural Analysis Framework for Concrete-Faced Rockfill Dams""","The document discusses concrete-faced rockfill dams (CFRDs), their construction, design, and potential issues such as concrete slab cracking and leakage. It proposes a new framework for analyzing and mitigating these issues during construction and impoundment, and provides case studies and references for further reading. The document emphasizes the importance of monitoring settlement and stress, and taking appropriate mitigation measures to ensure the integrity of the concrete slabs.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)1090-0241(2006)132_6(778).pdf,"""Construction of Concrete-Faced Rockfill Dams with Weak Rocks""","The document discusses the use of weak rocks for the construction of concrete-faced rockfill dams (CFRDs) in China. It includes information on the physical, mechanical, and hydraulic properties of weak rocks, as well as stability and deformation analysis of the dams. The document provides details on tests conducted on weak rocks for dam construction, including permeability and compaction tests. The text also discusses measures taken to prevent crushing and crusting during construction and the importance of selecting the correct type of rock for different zones of the dam.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)GT.1943-5606.0000021.pdf,"""Behavior of Concrete-Faced Rockfill Dams during Initial Impoundment""","The document discusses the behavior of concrete-faced rockfill dams (CFRDs) during initial impoundment and problems with their design and construction. Various experiments, tests, and numerical models are described in detail, which examine the stiffness of the face slab, transition supporting zone stiffness, and its effect on deformation. The benefits of centrifuge modeling are also mentioned. The results of centrifuge tests and numerical simulations are compared with field measurements to improve predictions of CFRD performance. The text includes references, acknowledgments, and a list of related sources.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)1090-0241(2006)132_6(778).pdf,"""Construction of Concrete-Faced Rockfill Dams with Weak Rocks.""","The document discusses the use of weak rocks in constructing concrete-faced rockfill dams, including their physical, mechanical, and hydraulic properties. It describes the challenges, such as crushing and crusting, and methods used to avoid them. The text also covers stability analyses, compaction tests, and permeability of weak rocks in different dam sites. It includes data and figures from various experiments and field tests. The document concludes that weak rocks can be used in building CFRDs if they are properly selected and placed, and that their performance can be monitored through field tests.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)GT.1943-5606.0000021.pdf,"""Behavior of Concrete-Faced Rockfill Dams during Initial Impoundment""","The document discusses the behavior of concrete-faced rockfill dams (CFRDs) during initial reservoir filling, including centrifuge tests and model simulations. Factors affecting the performance of CFRDs, such as face slab and transition zone stiffness, are discussed, as well as methods for measuring settlement and deformation. The document also provides a list of references related to CFRD design and construction. Finally, the text suggests factors that can affect crest settlement in CFRDs, such as rockfill characteristics and construction methods, and suggests the use of centrifuge tests to calibrate numerical models.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)1090-0241(2006)132_6(778).pdf,"""Construction of Concrete-Faced Rockfill Dams with Weak Rocks""","The document discusses the use of weak rocks for constructing concrete-faced rockfill dams (CFRDs) and the physical, mechanical, and hydraulic properties of weak rockfill in three CFRD projects in China. The document includes information about laboratory and field tests conducted to determine the properties of weak rocks, including permeability, compaction, deformation, stresses, and strains. The stability and deformation of Da'ao Dam are analyzed, and the use of numerical and monitoring techniques to study the stresses and strains of the dam are described. The document provides information about placement, compaction, and permeability tests conducted for Da'ao Dam, Yutiao Dam, and Qiezishan Dam, and discusses the importance of avoiding crushing and crusting during construction. The study found that weak rocks can be used as construction materials in CFRDs, but that it is critical to ensure the density of compacted fill during construction to prevent deformation. The document also includes a list of acknowledgments and references related to the study.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)GT.1943-5606.0000021.pdf,"""Behavior of Concrete-Faced Rockfill Dams during Initial Impoundment""","The document discusses the behavior of concrete-faced rockfill dams (CFRDs) during initial impoundment and strategies for evaluating their performance, including field measurements, 1g tests, numerical/finite-element (FE) analytical methods, model, and centrifuge experiments. Centrifuge tests were performed on two models with different face slab stiffnesses, and a parametric study of transition supporting zone stiffness was performed using a numerical model. The results indicate that face slab stiffness had little effect on deformations, while transition zone stiffness had a more significant impact. The text also discusses the advantages of CFRDs and presents deformation measurements for 25 in-service CFRDs. The consequences of poor design and construction supervision on CFRD performance are also highlighted. Many studies and references are provided for further research.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)GT.1943-5606.0001501.pdf,"""Localizing and Quantifying Leakage through CFRDs: A Technical Note""","The given text discusses a technical note about a method for estimating leakage rates in Concrete Faced Rockfill Dams (CFRDs) through the development of models. The note includes a case study of Buxi CFRD to illustrate the method. It discusses two types of leakage sources, horizontal and vertical, and compares the leakage rates of slender and thin-wall orifices. The text also focuses on the relationship between measured leakage and water level in the Buxi dam, identifying the elevations with significant leakage and the main sources of it. The conclusion shows good agreement between the calculated and measured leakage values.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\feng.2011.164.1.33.pdf,Investigation of Dam Incidents and Failures.,"The document discusses the importance of investigating dam failures and incidents to improve dam safety. It mentions various incidents and failures that have occurred around the world, and lists the common causes of such incidents. The text also emphasizes the value of monitoring, maintenance, and proper investigation techniques, and stresses the need for adequate information to reach reliable conclusions. The document also highlights the importance of learning from historical dam failures to improve dam safety. There is also a discussion of incident reporting regulations and the development of databases to track dam performance. Finally, the article mentions various sources and references related to dam safety.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\jdare.17.00011.pdf,"""Dams and Reservoirs: The 2016 Geoffrey Binnie Lecture: Dam Engineering – the last 50 years, the next 50 years""","The text is a review of the history of dam engineering and how it has evolved in the last 50 years. It includes discussions about advances and challenges in hydrology, dam design, and construction, including the use of computational fluid dynamics and roller-compacted concrete. The author emphasizes the importance of monitoring and predicting dam failure and the need for flexibility in standardization. The article concludes with a call for greater imagination and innovation in the future design of dams.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\jgeen.17.00142.pdf,"""A statistical analysis on concrete cut-off wall behaviour""","The document discusses various studies and research related to the behavior, design, and construction of concrete cut-off walls used in dams for seepage control. It includes a statistical analysis of 43 case histories and factors affecting wall behavior, such as material, foundation deformation characteristics, and wall location. The text also discusses potential problems associated with cut-off wall construction and provides a list of relevant studies and publications.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\jgeot.17.p.095.pdf,"""A statistical review of the behaviour of concrete-face rockfill dams based on case histories""","The given text excerpts discuss various aspects of the behavior, design, construction, and analysis of concrete-faced rockfill dams (CFRDs), including deformation behavior, stress observations, cracking and separation of face slabs, seepage control, and factors influencing stability. The texts also provide data, statistics, empirical relationships, and references related to estimating deformation and seepage behavior of CFRDs. There is a random sequence of characters and a mention of copyright laws in some of the texts.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\Monitoring System.pdf,"""Development and In Situ Application of Deformation Monitoring System for Concrete-Face Rockfill Dam Using Fiber Optic Gyroscope""","The article discusses the development and implementation of a fiber optic gyroscope (FOG) monitoring system for concrete-face rockfill dams (CFRDs) to monitor deformation of the face slab. Traditional instruments have limitations, and advanced techniques have been developed for deformation change detection. The FOG system consists of a sensing vehicle that moves along a monitoring pipeline, and the data collected is used to calculate deformation using angular velocity. The system has been tested on the Shuibuya dam with good results. The text also describes the behavior of a reservoir dam and the deformation of its face slab as the water level increases. Various in situ tests on the system are discussed, and their results show that the FOG system is effective for monitoring the deformation of the dam, and can form a permanent monitoring channel for its safe operation.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\sdar.64119.381.pdf,"Sorry, the paper you provided is not related to Pepper, so I cannot provide a title. Please provide the correct information or any additional context.","The text describes the design and construction of a concrete face rockfill dam in Peru as part of an irrigation project. The dam is founded on both volcanic and sedimentary rocks and granular alluvial soils overlying rockhead. The construction methodology used modern techniques and instrumentation, and the rockfill material was placed in layers and monitored for compaction and performance. The text also mentions a hydroelectric power plant project in Equatorial Guinea and a risk-based approach for assessing flood discharge values.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\(ASCE)0733-9410(1995)121_2(185).pdf,Dynamic Response of Concrete-Faced Rockfill Dams to Strong Seismic Excitation.,"The given document discusses various studies related to the seismic response and design of concrete-faced rockfill (CFR) dams. The articles cover topics such as the importance of compacted rockfill, low permeability zones, and the design and construction of the face slab. Studies conducted on the seismic response of CFR dams indicate that while the overall integrity of the dam may not be in danger, face slabs can experience severe cracking and failure. The use of finite-element analyses and equivalent-linear viscoelastic analyses are discussed in detail. The document also includes a reference list for further reading on the topic.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\(ASCE)1090-0241(2004)130_1(103).pdf,"The title of the paper is ""Nonlinear Seismic Response of Earth Dams with Canyon Interaction"".","The document discusses the analysis of the seismic response of earth dams, specifically La Villita Dam, and includes modeling of nonlinear behavior, dam-canyon interaction, and inelastic deformation. The effects of shear wave velocity, nonlinearity, and stress/strain on the dam's response are discussed. The study found that dam-canyon interaction is significant and reduces the acceleration response of the dam. Nonlinearity is most pronounced within the interior of the dam. The document also lists several related articles and books.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0141029619335564-main.pdf,"""Fragility analysis of high CFRDs subjected to mainshock-aftershock sequences based on plastic failure""","The document is a collection of excerpts discussing the fragility of concrete-faced rockfill dams (CFRDs) under seismic activity, particularly mainshock-aftershock sequences. The authors use fragility analysis to evaluate the probability of CFRDs reaching various limit states under different combinations of mainshocks and aftershocks. The analysis focuses on the vertical deformation and damage index as engineering demand parameters, and the behavior of concrete face slabs is studied using the plastic-damage model. The study finds that aftershocks significantly increase the fragility of CFRDs, and the probability of plastic failure increases proportionally to the relative intensity of aftershocks. The excerpts also include references to other research on earthquake safety evaluation, damage assessment, fragility analysis, and seismic performance investigation of different types of dams.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726115000755-main.pdf,Geotechnical aspects and seismic damage of the 156-m-high Zipingpu concrete-faced rockfill dam following the Ms 8.0 Wenchuan earthquake,"The document discusses the seismic damage and performance of the Zipingpu concrete-faced rockfill dam (CFRD) during the Wenchuan earthquake in China in 2008. The overall damage to the dam was minor and reparable, although there was non-uniform deformation and damage to face slabs, crest structures, and downstream stone masonry. The seismic deformation of the embankment intensified the interaction between the abutments and embankment and contributed to the damage to face slabs. The document describes the design and construction of the Zipingpu dam, its geotechnical characteristics and seismicity of the area, and the hydraulic project of which it is a part. The research aims to analyze the seismic behavior and damage of the dam and provide recommendations for future seismic design of high embankment dams. The document also includes references to various studies and reports related to the effects of earthquakes on dams and embankments.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S026772611730057X-main.pdf,Seismic response of concrete-rockfill combination dam using large-scale shaking table tests,"The given document discusses various studies and tests conducted to analyze the seismic response and stability of Concrete-rockfill Combination Dams (CRCDs) and other types of structures. The studies involve large-scale shaking table tests, laboratory tests on small-scale models, and simulations of seismic waves under different conditions. The results suggest that CRCDs have good seismic performance but may require aseismatic reinforcement measures to prevent slope failure at the top zone. The document also contains a list of references for further research.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726118306213-main.pdf,Seismic performance investigation of high CFRDs subjected to mainshock-aftershock sequences.,"The document discusses a study on the seismic safety of a 200-meter high concrete face rockfill dam (CFRD), focusing on the impact of mainshock-aftershock seismic sequences. The study used a 2D finite element model and conducted elastic-plastic analyses based on three damage measures (DMs). The results showed that CFRDs will experience additional damage or destruction while experiencing an aftershock, indicating that seismic design codes for CFRDs need to consider aftershock effects. The article includes figures showing the deformation, shear strain, and DI of the dam under different seismic events. Additionally, the study emphasizes the destruction caused by seismic sequences, which is greater than that caused by a single seismic event. Finally, a list of references for various studies related to the analysis and assessment of the seismic performance of concrete dams, particularly high CFRDs, is provided.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\1-s2.0-S0267726118308844-main.pdf,"""Examining the seismic stress evolution in the face slab of concrete-faced rock-fill dams using dynamic centrifuge tests""","The document discusses various studies on the seismic behavior of concrete-faced rock-fill dams (CFRDs) using dynamic centrifuge testing. The studies examine stress evolution, failure modes, and deformation patterns during earthquakes. The results show variations in stress evolution patterns and indicate that CFRDs are highly dependent on geometrical and material properties as well as input motion characteristics. The studies provide insights into the seismic design of CFRDs and the need for accurate simulation configurations and constitutive models. The document also includes information about relevant references and codes for further reading.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Dynamic Response\ICOLD - CFRD New Bulletin 2023\Dynamic Response\Yao2019_Article_SeismicResponseOfHighConcreteF.pdf,Seismic response of high concrete face rockfill dams subjected to non-uniform input motion.,"The document discusses the seismic response of concrete-face rockfill dams (CFRDs) under both uniform and non-uniform ground motion input, including numerical analysis methods and simulations. The study concludes that non-uniform input should be considered in seismic design and discusses various factors that can affect the response of the dam, such as incident angle and amplification factor. The need for further research on efficient high-fidelity analysis methods, plasticity constitutive models, and wave scattering solutions for non-uniform bedrock is also mentioned. The document includes references to various research papers and sources related to seismic analysis and safety.",Dynamic Response
ICOLD - CFRD New Bulletin 2023/Geomemrane Face Concrete Dams (GFRD)\ICOLD - CFRD New Bulletin 2023\Geomemrane Face Concrete Dams (GFRD)\TheAdventOfGeo.pdf,"""Advantages of Using Geomembrane Faced Earth and Rock Dams (GFRD)""","The document discusses the use of synthetic materials, particularly geomembranes, as facings for dams. It covers advantages and disadvantages of different facing materials, such as concrete and synthetic options like PVC and HDPE, and discusses techniques for welding and connecting facings to the embankment structure. The document also covers issues like deformations and volume changes that can occur in rockfill dams and outlines methods for protecting facings from wind and wave damage. Overall, the document provides technical information for the use of synthetic materials in civil engineering with respect to dam construction and refurbishment.",Geomemrane Face Concrete Dams (GFRD)
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\(ASCE)0733-9410(1990)116_5(822).pdf,"""Nonlinear Analysis of Concrete Face Rockfill Dam""","The given document discusses the design and construction of concrete membrane face rockfill dams and the challenges associated with it. The document includes information on finite element analysis, stress and strain calculations, and the use of material properties in the analysis of these dams. Various factors influencing the behavior of these dams, such as valley abutment slopes and creep deformations in rockfill, are also discussed. Finally, the document includes references and appendices related to the analysis and design of rockfill dams.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\(ASCE)1090-0241(2003)129_3(206).pdf,"""Testing and Modeling Two Rockfill Materials""","The document discusses laboratory testing and constitutive modeling of rockfill materials obtained from two dam sites. The testing includes triaxial cell equipment to apply conﬁning pressure and axial load to specimens of the rockfill materials, and measuring axial and volumetric strain to determine material parameters for prototype rockfill materials. The document also discusses particle breakage during shearing and the calculation of the breakage factor Bg. The disturbed state concept (DSC) developed by Desai is used to characterize the behavior of the rockfill materials, and the Disturbance Strength Criterion (DSC) describes material response in terms of continuous and discontinuous components. Equations are provided for finding the values of disturbance parameters, stress-strain relationships, and determining the ultimate parameters. Material parameters were predicted for prototype rockfill materials using elastoplastic models, and the results were verified through field instrumentation. Several references related to soil mechanics and engineering are also included.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\(ASCE)GT.1943-5606.0000058.pdf,"""Predicting the Behavior of an Earth and Rockfill Dam Under Construction""","The given text includes various studies and models related to the construction and behavior of dams, particularly the Lechago Earth Dam in Spain. It discusses the use of elastoplastic models for unsaturated soils and hydromechanical behavior of soils. The text includes tables describing the hydraulic, physical, and constitutive parameters of dam materials. It also covers simulations of the behavior of compacted soil in dams, including the distribution of pore water pressure and settlements along the dam axis. The text provides a list of references related to geotechnical engineering, particularly pertaining to the analysis and modeling of earth dams.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Numerical Analysis\ICOLD - CFRD New Bulletin 2023\Numerical Analysis\06743276.pdf,"""Simulation Analysis for Reinforced Concrete Face Rockfill Dam of Tuanjie Reservoir""","The document describes the analysis of a reinforced concrete face rockfill dam using finite element method to test its stress and displacement under different conditions. The analysis is separated into four cases, and the results are presented through contour maps and numerical values. The compressive stress values are found to be larger at the bottom and smaller at the crest, with the upstream face having maximum values. The horizontal displacement is smaller than the vertical displacement and mainly negative in one case. The conclusion suggests that the dam meets the design requirements, is safe and reliable, and has an economic and reasonable design scheme. There are also tables and figures, and references for further reading are provided.",Numerical Analysis
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)1090-0241(2006)132_6(778).pdf,"""Construction of Concrete-Faced Rockﬁll Dams with Weak Rocks""","The document discusses the properties and behaviors of weak rocks used in the construction of concrete-faced rockfill dams (CFRDs) in China. The article covers various tests and experiments conducted on weak rocks in three different dams, including compaction tests, permeability tests, stability analyses, and finite element analyses. The results of these tests are provided in tables and graphs, and the article also includes references to other relevant articles on the design and construction of CFRDs. The overall aim of the article is to examine the feasibility of using weak rocks as construction materials and to find ways to prevent crushing and crusting during placement and compaction. The performance of CFRDs when using proper rock materials in different zones is confirmed by field monitoring.",Dam Response
ICOLD - CFRD New Bulletin 2023/Dam Response\ICOLD - CFRD New Bulletin 2023\Dam Response\(ASCE)GT.1943-5606.0000021.pdf,"""Behavior of Concrete-Faced Rockfill Dams During Initial Impoundment""","The document discusses various studies and analyses related to the behavior and performance of concrete-faced rockfill dams (CFRDs). These studies include centrifuge tests, numerical models, and field measurements of CFRDs, examining factors such as deformation, settling, and cracking of the face slab, as well as the impact of face slab and transition zone stiffness on CFRD behavior. Some studies suggest modifications to CFRD design and construction to improve performance, while others compare results from different methods of evaluation. The document also includes a list of references and citations related to dam construction and analysis.",Dam Response
